    time   dayofyr        tmax        tmin         ppt     N2Oflux      NOflux     CH4oxid         NIT     CO2resp
 2012.9166  338    14.61     2.61     0.00       3.3920       3.1474       4.6852      46.8714    7064.7806
 2012.9166  339    17.61    -1.11     0.00       2.9812       2.7924       4.7410      44.1239    6907.4428
 2012.9166  340    17.17    -2.17     0.00       2.5644       2.4280       4.8139      40.9971    6700.1081
 2012.9166  341    15.28    -0.72     0.00       2.2165       2.1233       4.9050      39.8889    6609.8702
 2012.9166  342    10.44     0.83     0.00       1.9241       1.8649       4.9878      39.3294    6546.2184
 2012.9166  343     9.33    -3.67     0.00       1.7771       1.7444       5.0142      33.6979    6113.4243
 2012.9166  344     4.83    -4.06     0.20       1.7416       0.0000       4.9877      30.7633    5887.3796
 2012.9166  345     2.56   -12.78     0.00       1.5472       0.0000       4.8567      28.1563    5605.7179
 2012.9166  346    -2.11   -13.39     0.00       1.3644       0.0000       4.8331      27.6851    5333.0064
 2012.9166  347     7.50    -6.33     0.00       1.1761       1.1390       4.8694      27.2854    5062.2857
 2012.9166  348    11.56    -2.56     0.00       1.1522       1.1300       4.9835      26.9257    5068.1829
 2012.9166  349    12.11    -4.06     0.00       1.0263       1.0201       5.0444      26.6014    4895.8334
 2012.9166  350    12.28    -2.39     0.99       0.9942       0.0000       5.0563      25.5956    4877.7524
 2012.9166  351     9.33     0.11     0.00       0.9911       0.0000       5.0243      25.3149    4882.6194
 2012.9166  352     3.61    -3.56     0.00       0.9476       0.0000       4.8772      24.9980    4815.5057
 2012.9166  353     2.67    -4.17     0.00       0.9104       0.0000       4.7732      24.7169    4758.5285
 2012.9166  354     6.44    -1.83     0.00       1.2696       0.0000       4.5379      24.4475    4772.3117
 2012.9166  355     3.22    -6.06     0.61       1.1234       0.0000       4.5198      23.7713    4745.3699
 2012.9166  356    -4.44   -10.06     0.00       0.9843       0.0000       4.4932      23.5863    4617.1668
 2012.9166  357    -0.06   -10.89     0.00       0.8988       0.0000       4.4865      23.4189    4548.9967
 2012.9166  358     5.44   -10.56     0.00       0.8510       0.0000       4.4857      23.2662    4530.0663
 2012.9166  359    -3.72   -11.28     0.00       0.7638       0.0000       4.4632      23.1278    4418.2375
 2012.9166  360    -6.17   -15.17     0.00       0.6712       0.0000       4.4430      23.0017    4282.9663
 2012.9166  361   -10.33   -15.78     0.00       0.5810       0.0000       4.4240      22.8864    4142.3076
 2012.9166  362    -6.00   -15.83     0.00       0.5258       0.0000       4.4188      22.7802    4064.0062
 2012.9166  363    -3.33    -9.17     0.00       0.5100       0.0000       4.4242      22.6818    4060.2237
 2012.9166  364    -2.94    -9.89     0.00       0.4854       0.0000       4.4179      22.5907    4034.2426
 2012.9166  365     0.61   -11.61     0.00       0.4727       0.0000       4.4147      22.5081    4016.8872
 2012.9166  366     7.89    -7.94     0.00       1.1894       0.0000       4.1439      22.4264    4073.4607
 2013.0000    1    -4.78   -14.94     0.10       1.1919       0.0000       4.1125      24.3856    3956.3641
 2013.0000    2    -6.61   -15.94     0.00       1.0692       0.0000       4.0994      24.1700    3857.0666
 2013.0000    3     0.22    -9.50     0.00       1.0180       0.0000       4.1105      23.9674    3874.8050
 2013.0000    4    -1.11    -9.22     0.00       0.9617       0.0000       4.1051      23.7779    3862.1801
 2013.0000    5     3.33    -7.94     0.00       1.4260       0.0000       4.0236      23.5994    3881.4741
 2013.0000    6     4.83    -8.33     0.00       6.0861       0.0000       3.8214      23.4316    3891.8734
 2013.0000    7     4.83    -8.61     0.00       9.1248       0.0000       3.6147      23.2779    3937.2551
 2013.0000    8     8.78    -3.22     0.00       6.0359       5.3208       3.6951      23.1349    3967.0184
 2013.0000    9     9.78    -2.72     0.00       2.9942       2.6426       3.7860      22.9812    4012.7426
 2013.0000   10    11.22    -2.67     0.00       1.8011       1.5922       3.8757      22.8475    4057.3758
 2013.0000   11     5.61     1.33     0.43       3.1457       2.8287       3.3128      22.7350    4334.7806
 2013.0000   12    12.94    -6.50     0.00       2.7081       2.3831       3.3654      22.6153    4142.7454
 2013.0000   13    -3.89   -13.06     0.00       2.0002       1.7602       3.3219      22.5205    3598.5836
 2013.0000   14    -4.28   -13.56     0.00       1.6949       1.4916       3.3323      22.4350    3253.5198
 2013.0000   15    -1.06   -13.28     0.00       1.4709       1.2947       3.3700      22.3567    3040.5632
 2013.0000   16     1.78    -9.39     0.00       1.4252       1.2548       3.4513      22.2864    3024.6389
 2013.0000   17    11.72    -4.56     0.00       1.5155       1.3352       3.5919      22.2287    3237.1569
 2013.0000   18     6.28    -4.83     0.00       1.4796       1.3048       3.6686      22.1828    3295.4815
 2013.0000   19    13.78    -3.22     0.00       1.4896       1.3156       3.7909      22.1515    3471.9655
 2013.0000   20    12.83    -9.33     0.00       1.2747       1.1283       3.8375      22.1269    3336.4943
 2013.0000   21    -0.61   -13.06     0.00       0.9379       0.8315       3.8247      22.0959    3006.2509
 2013.0000   22    -9.06   -13.44     0.03       0.8985       0.0000       3.8684      22.0604    3050.2459
 2013.0000   23    -0.44   -12.94     0.00       0.7072       0.6278       3.8460      22.0255    2807.8049
 2013.0000   24     1.22   -16.39     0.00       0.5417       0.4820       3.8649      21.9895    2560.4382
 2013.0000   25    -5.56   -16.39     0.00       0.3969       0.3537       3.8636      21.9499    2338.5161
 2013.0000   26     9.89    -9.89     0.00       0.4779       0.4277       4.0235      21.9220    2478.1930
 2013.0000   27     9.33    -9.06     0.69       0.5413       0.0000       4.0737      21.6962    2700.2037
 2013.0000   28     9.33     0.94     0.15       1.1035       0.0000       3.6058      21.6652    2920.3841
 2013.0000   29    14.83     0.83     0.00       2.0365       1.7920       3.3050      21.6214    3269.7433
 2013.0000   30     2.17    -5.39     0.71       1.9502       0.0000       3.2665      21.3435    3229.0637
 2013.0000   31    -4.00   -13.61     0.00       1.9609       0.0000       3.2498      21.3438    3147.5997
 2013.0834   32   -11.50   -20.28     0.00       2.2247       0.0000       3.2304      23.2151    3345.0508
 2013.0834   33    -2.50   -16.50     0.00       2.1413       0.0000       3.2399      23.0881    3331.0950
 2013.0834   34     3.33    -4.89     0.00       2.2069       0.0000       3.2594      22.9668    3419.6115
 2013.0834   35     4.94    -5.22     0.00       0.3056       0.0000       3.1268      22.8507    3477.8112
 2013.0834   36     3.56    -4.83     0.00       0.3651       0.0000       2.9322      22.7409    3509.2837
 2013.0834   37    10.39    -3.33     0.00       2.4981       2.1977       3.0749      22.6387    3630.9731
 2013.0834   38    11.39    -2.83     0.08       2.7037       2.3784       3.0862      22.5376    3752.2882
 2013.0834   39     3.72    -3.28     0.00       2.4527       2.1575       3.1488      22.4472    3710.6243
 2013.0834   40     1.06    -3.67     0.00       2.2346       1.9657       3.1994      22.3849    3644.1347
 2013.0834   41     9.39    -1.72     0.13       2.5997       2.2868       3.1710      22.3298    3801.2397
 2013.0834   42     8.44    -2.00     0.03       2.5593       2.2512       3.2537      22.2622    3873.9264
 2013.0834   43     3.94    -6.11     0.00       2.1707       1.9096       3.3077      22.2056    3705.7212
 2013.0834   44     9.28    -6.00     0.00       2.0985       1.8469       3.4116      22.1817    3702.1157
 2013.0834   45    12.50    -3.72     0.00       2.1977       1.9358       3.5331      22.1738    3832.5158
 2013.0834   46     7.56    -9.33     0.00       1.7757       1.5658       3.5780      22.1452    3620.1048
 2013.0834   47     0.94   -10.72     0.00       1.4549       1.2850       3.6204      22.1491    3350.3827
 2013.0834   48     0.33   -10.17     0.00       1.2192       1.0788       3.6861      22.1541    3184.8443
 2013.0834   49    13.17    -8.72     0.00       1.1564       1.0264       3.8288      22.1691    3306.1379
 2013.0834   50     4.67   -12.00     0.00       0.9584       0.8538       3.8670      22.1815    3115.4898
 2013.0834   51    -2.33   -15.33     0.00       0.7263       0.6490       3.8693      22.1820    2802.8581
 2013.0834   52    -3.67   -15.39     0.00       0.5662       0.5075       3.8989      22.1753    2583.8998
 2013.0834   53    -5.50    -8.17     1.02       0.5793       0.0000       3.9727      21.9615    2740.0553
 2013.0834   54    -4.11   -14.72     0.00       0.6547       0.0000       3.9716      21.9645    2784.2227
 2013.0834   55     1.11   -12.33     0.00       0.6703       0.0000       3.9837      21.9686    2847.1386
 2013.0834   56     4.33    -7.61     0.00       0.6937       0.0000       3.9977      21.9750    2928.0791
 2013.0834   57     2.11    -2.33     0.00       0.7084       0.0000       4.0064      21.9838    2998.4659
 2013.0834   58     0.11    -3.17     0.23       0.7038       0.0000       4.0063      21.9941    3030.6745
 2013.0834   59     3.94    -3.72     0.00       0.7122       0.0000       3.9141      21.9981    3076.5685
 2013.1666   60     0.72    -4.28     0.00       0.6467       0.0000       3.8622      25.0847    2786.9728
 2013.1666   61    -1.67    -6.11     0.00       0.5476       0.0000       3.8569      24.8837    2773.4402
 2013.1666   62     1.83    -6.17     0.00       0.8372       0.0000       3.7176      24.6886    2783.6639
 2013.1666   63     5.33    -3.33     0.00       9.0226       0.0000       3.2990      24.5002    2823.9912
 2013.1666   64     7.61    -4.28     0.00       1.6645       1.4637       3.2755      24.3008    2957.6683
 2013.1666   65     0.94    -5.50     0.00       1.4130       1.2427       3.3352      24.1050    2880.5748
 2013.1666   66     4.17    -6.56     0.00       1.2456       1.0959       3.4300      23.9470    2870.8297
 2013.1666   67     9.44    -6.44     0.00       1.1932       1.0507       3.5505      23.7983    2964.0907
 2013.1666   68    13.33    -0.94     0.00       1.2659       1.1160       3.7071      23.6333    3245.4422
 2013.1666   69    11.89     0.11     0.15       1.3564       1.2558       3.6282      23.3884    3440.0687
 2013.1666   70     3.78    -5.06     0.25       1.4927       0.0000       3.4499      23.1819    3249.2316
 2013.1666   71     0.28    -6.06     0.00       1.4961       0.0000       3.4152      23.0666    3131.5148
 2013.1666   72     2.56    -6.89     0.00       1.2580       1.1061       3.4963      22.9584    3042.3576
 2013.1666   73     4.44    -6.39     0.00       1.0961       0.9645       3.5964      22.8538    3026.7307
 2013.1666   74    16.78    -0.61     0.00       1.1811       1.0408       3.8002      22.7572    3429.5270
 2013.1666   75    19.67     0.00     0.00       1.3659       1.2059       3.9699      22.4959    3806.9528
 2013.1666   76     3.33    -3.00     0.00       1.0798       0.9547       3.9760      22.1672    3553.9225
 2013.1666   77     8.06    -4.78     0.18       1.0557       0.9998       3.9046      22.1346    3525.1930
 2013.1666   78     4.67    -5.17     0.00       0.9441       0.8348       3.9802      22.0874    3411.4978
 2013.1666   79     7.61    -6.17     0.00       0.8559       0.7597       4.0883      22.0828    3388.9440
 2013.1666   80     2.56    -7.50     0.00       0.7067       0.6301       4.1443      22.0557    3211.7206
 2013.1666   81     1.61    -7.00     0.00       0.5859       0.5252       4.2241      22.0634    3086.9219
 2013.1666   82     2.33    -3.72     0.00       0.5673       0.5117       4.3292      22.0754    3074.9869
 2013.1666   83     2.72    -4.33     0.41       0.5265       0.0000       4.3162      22.0708    3003.7200
 2013.1666   84    -0.61    -4.44     0.00       0.4928       0.0000       4.3072      22.0607    2931.5463
 2013.1666   85    -0.61    -7.33     0.00       0.4633       0.0000       4.2983      22.0477    2859.9033
 2013.1666   86     4.89    -7.39     0.00       0.4527       0.4045       4.1889      22.0237    2876.5064
 2013.1666   87    10.94    -4.83     0.00       0.4731       0.4254       4.3468      22.0146    3068.1339
 2013.1666   88    15.33    -1.17     0.00       0.5060       0.4587       4.5284      21.9607    3389.3764
 2013.1666   89    20.28     1.89     1.14       4.4678       4.2514       3.3237      21.5776    4961.6978
 2013.1666   90    20.11     6.28     0.36       3.8761       3.7096       3.3563      27.8161    4441.9390
 2013.2500   91    14.94    -5.00     0.05       3.7644       3.3670       3.4240      29.6597    4455.1244
 2013.2500   92     5.44    -5.61     0.00       2.6460       2.3074       3.4822      23.9278    4095.0847
 2013.2500   93    11.17    -4.22     0.00       2.4968       2.1788       3.6353      24.4009    4116.6991
 2013.2500   94    11.33    -2.61     0.00       2.3672       2.0680       3.7710      25.2003    4161.4014
 2013.2500   95    18.67     0.39     0.00       2.6324       2.3059       4.0039      31.5582    4538.7894
 2013.2500   96    20.83     1.44     0.00       2.6980       2.3720       4.2285      38.0516    4910.5847
 2013.2500   97    21.94     5.61     0.00       2.7813       2.4587       4.4677      46.4928    5367.0448
 2013.2500   98    24.67     8.22     0.79       5.5496       4.7911       3.6462      57.0375    6029.1803
 2013.2500   99    20.67     9.33     0.00       5.4429       4.6831       3.8456      62.5831    6327.3990
 2013.2500  100    19.56     2.33     1.47       6.6286       5.6771       3.4785      60.0907    6291.8419
 2013.2500  101     5.28    -0.44     0.36       6.1657       5.2698       3.3159      46.4232    5542.9685
 2013.2500  102     2.50    -0.56     0.00       4.9299       4.2130       3.3975      38.7089    5033.9860
 2013.2500  103     8.44    -3.28     0.00       4.1756       3.5691       3.5488      36.6734    4843.3799
 2013.2500  104    13.17    -2.22     0.03       3.9358       3.3661       3.7292      38.9649    4901.0774
 2013.2500  105    21.67     2.61     0.00       4.1425       3.5507       4.0348      50.7019    5423.5750
 2013.2500  106     6.89     0.06     0.00       3.2352       2.7705       4.0773      41.9166    4992.0398
 2013.2500  107     9.22     1.28     2.72       4.5311       3.8507       3.3546      41.5673    4940.2598
 2013.2500  108     6.44     1.28     3.73       4.2772       3.6330       3.3104      39.3769    4766.5089
 2013.2500  109     2.61    -2.06     0.08       3.8043       3.2303       3.2943      34.2246    4423.6249
 2013.2500  110     9.00    -3.28     0.00       3.3943       2.8823       3.4616      34.9185    4390.4382
 2013.2500  111     9.72    -2.56     0.00       3.0794       2.6151       3.6172      35.9022    4380.3760
 2013.2500  112    19.61     6.06     0.56       8.4946       7.2067       3.5637      62.2512   20073.0133
 2013.2500  113    16.78    -1.00     1.27       9.7075       0.0000       3.2024      52.0372   23964.3455
 2013.2500  114     5.61    -3.89     0.00       9.5267       8.0601       3.2032      51.4388   22464.7617
 2013.2500  115    14.50    -1.78     0.00       8.7554       7.4122       3.6022      67.2450   23548.6221
 2013.2500  116    19.83     1.17     0.00       8.2111       7.0043       4.1015      94.1551   25705.9050
 2013.2500  117    18.83     8.00     0.00       8.0442       6.9878       4.5132     122.7241   27469.4395
 2013.2500  118    18.17     7.56     0.00       8.3152       7.4645       4.8825     141.7282   27664.1011
 2013.2500  119    25.39     7.17     0.00       8.8727       8.6276       5.4681     169.6155   27510.8004
 2013.2500  120    28.72    12.78     0.00       8.7838       9.5514       6.0505     181.5596   24602.4966
 2013.3334  121    23.78    12.17     0.00       8.1109       9.0653       6.2583     225.1182   24549.2029
 2013.3334  122    10.83     1.50     4.70      10.1398       8.3940       3.5204     242.6128   30304.4558
 2013.3334  123     5.56     0.56     0.08      10.3943       8.6012       3.4979     190.4101   25665.9842
 2013.3334  124     6.17     0.61     0.23      10.9816       9.0858       3.4089     164.4062   22940.2447
 2013.3334  125     7.78     4.67     0.03      10.4810       8.6711       3.5432     158.0206   21680.8605
 2013.3334  126    11.50     2.67     0.00       9.4419       7.8148       3.7779     160.6298   21108.1409
 2013.3334  127    19.33     5.83     0.00       8.5433       7.0906       4.1885     197.6376   22612.2713
 2013.3334  128    23.11     8.17     0.00       7.7623       6.4861       4.6260     238.5775   24355.8645
 2013.3334  129    22.61    13.22     0.58       9.2739       7.6054       4.0746     276.4856   25954.2656
 2013.3334  130    21.17     9.39     0.10       8.9241       7.2981       4.3055     287.9007   25789.4182
 2013.3334  131    20.89     9.44     0.00       7.7696       6.3681       4.6553     297.4292   25472.5122
 2013.3334  132    16.44     3.89     0.00       6.1218       5.0411       4.8841     265.0314   23359.6802
 2013.3334  133    18.78     6.56     0.00       5.3744       4.4844       5.2082     269.7590   22710.9694
 2013.3334  134    27.28    11.83     0.00       5.9861       5.1268       5.7014     320.3401   23881.0444
 2013.3334  135    35.67    13.11     0.00       6.8513       6.1331       6.2734     383.3548   24684.4053
 2013.3334  136    28.00    13.61     0.00       6.4751       5.9892       6.5298     368.8834   22788.0359
 2013.3334  137    28.89    16.17     0.00       6.2689       6.0055       6.8133     358.0025   21010.5777
 2013.3334  138    28.83    15.56     0.00       5.9417       5.8964       7.0356     334.4664   19005.0149
 2013.3334  139    29.33    15.61     0.66       7.2620      15.2824       6.5196     398.0797   26607.3203
 2013.3334  140    29.22    13.83     2.57      16.8972      17.6892       4.0653     517.9467   26334.4955
 2013.3334  141    25.67    12.78     0.00      14.1289      11.8925       4.5138     503.2371   24895.2436
 2013.3334  142    21.72    11.11     0.00      11.1048       8.4501       4.8667     461.9671   23065.5217
 2013.3334  143    19.44    11.11     0.00       8.8473       6.7561       5.1686     419.4698   21335.1512
 2013.3334  144    22.56     9.44     0.00       7.4761       5.7817       5.5558     400.3251   20162.2653
 2013.3334  145    22.94     9.61     0.58       8.0101       5.9625       5.0525     400.0190   19811.6553
 2013.3334  146    24.78    16.44     0.00       7.8224       5.8678       5.4884     412.1019   19417.4433
 2013.3334  147    28.89    15.56     3.23      15.8661      11.5509       4.0330     457.6997   20113.3108
 2013.3334  148    24.28    16.11     2.64      13.9789      10.0898       3.9314     455.8953   19483.3100
 2013.3334  149    26.33    16.78     0.20      13.9221       9.9791       4.0724     469.3307   19166.7366
 2013.3334  150    23.61    15.17     4.37      12.9160       9.1833       3.9363     460.4734   18473.1913
 2013.3334  151    22.94    14.39     0.25      12.9515       9.1454       3.9524     447.2099   17808.2800
 2013.4166  152    26.06    12.83     0.00      13.4755       9.4699       4.4441     513.5042   17962.4629
 2013.4166  153    17.94    11.06     0.00      10.5656       7.3632       4.6628     435.7601   16644.8116
 2013.4166  154    19.72    10.00     0.00       8.7293       6.0924       4.9820     395.6169   15820.0026
 2013.4166  155    23.22    11.00     0.20       7.9899       5.5369       5.0783     386.2821   15489.7690
 2013.4166  156    23.33    14.50     0.74      12.0098       8.1674       4.3463     400.1726   15628.0506
 2013.4166  157    21.78    12.44     0.81      14.8056       9.9918       3.9192     389.6509   15192.0772
 2013.4166  158    22.83    11.78     0.00      11.9617       8.0309       4.3368     379.0630   14832.5264
 2013.4166  159    22.83    12.17     0.00       9.9500       6.6410       4.7193     369.6223   14477.8645
 2013.4166  160    23.94    13.06     3.17      12.3434       8.1076       3.9579     380.0475   14444.7029
 2013.4166  161    21.28    14.28     0.18      11.8660       7.7309       3.9993     368.9146   14088.0263
 2013.4166  162    26.50    14.33     0.00      10.4771       6.7922       4.4876     383.6343   14122.6518
 2013.4166  163    31.44    19.72     0.00       9.5992       6.1740       5.0079     423.5553   14479.0530
 2013.4166  164    32.61    14.94     0.00       8.6304       5.5373       5.4909     436.1607   14376.0812
 2013.4166  165    27.56    15.17     0.08       8.0585       5.1498       5.7374     420.2556   13924.1827
 2013.4166  166    30.22    17.39     0.25       8.1117       5.1032       5.7882     427.2752   13780.6499
 2013.4166  167    28.44    18.89     0.18       8.0440       5.0112       5.8694     424.1793   13521.1539
 2013.4166  168    29.50    18.44     0.00       7.7845       4.8909       6.1753     418.0831   13157.2092
 2013.4166  169    31.22    18.00     0.00       7.6081       4.8226       6.4828     409.9078   12715.9834
 2013.4166  170    28.72    18.00     0.00       7.2304       4.6260       6.6951     386.3021   12094.3105
 2013.4166  171    29.61    18.44     0.00       6.8388       4.4339       6.9176     362.7186   11407.7330
 2013.4166  172    31.83    20.72     0.00       6.4540       4.2514       7.1494     340.5976   10646.7557
 2013.4166  173    33.83    23.28     0.00       6.0044       4.0252       7.3664     314.8537    9769.4623
 2013.4166  174    32.67    18.11     1.50      10.3210       5.5475       5.7474     495.1479   13996.6238
 2013.4166  175    27.44    17.33     0.30       9.3380       4.9566       5.7135     473.4908   13617.4214
 2013.4166  176    27.83    21.39     0.91      11.8094       6.1693       4.9730     494.3051   13602.1948
 2013.4166  177    30.72    21.83     0.00       9.2821       4.8314       5.5592     492.3479   13400.6977
 2013.4166  178    32.94    21.06     0.00       8.8964       4.6492       6.0905     484.1062   13033.2375
 2013.4166  179    27.33    20.72     0.25       8.7400       4.4534       5.9782     460.9113   12663.8794
 2013.4166  180    29.44    17.78     0.00       8.1130       4.1901       6.3361     434.1320   12080.5764
 2013.4166  181    26.56    15.28     0.00       7.4524       3.8833       6.5650     394.0131   11354.8970
 2013.5000  182    26.33    14.22     0.00       7.7276       4.0853       6.7775     435.6917   10287.4303
 2013.5000  183    28.00    14.44     0.00       6.6345       3.5762       6.9928     376.3473    9594.2050
 2013.5000  184    28.22    15.67     0.05       6.0114       3.2884       7.1494     329.4764    8940.2926
 2013.5000  185    28.72    14.50     0.00       5.3037       2.9734       7.2993     280.8443    8096.1508
 2013.5000  186    29.50    17.17     0.00       4.7092       2.6919       7.4443     242.0236    7302.9208
 2013.5000  187    30.44    19.39     0.00       4.2811       2.4932       7.5721     216.0050    6763.7306
 2013.5000  188    30.72    21.06     0.25       4.4206       2.4572       7.5282     215.4678    6848.1791
 2013.5000  189    33.22    24.06     0.00       4.1286       2.3579       7.6801     200.2467    6415.6795
 2013.5000  190    30.61    23.44     0.69       6.5790       3.1615       7.1638     299.2591    8797.9168
 2013.5000  191    33.89    22.28     0.13       5.7110       2.8262       7.3660     286.7426    8390.4803
 2013.5000  192    29.72    16.89     0.00       5.0850       2.6135       7.4749     249.6366    7611.8547
 2013.5000  193    29.89    17.78     0.00       4.6426       2.4506       7.5908     224.6201    7065.9983
 2013.5000  194    31.33    18.61     0.00       4.0848       2.2193       7.7097     194.0591    6291.9295
 2013.5000  195    29.72    20.00     0.48       4.6257       2.2545       7.4754     213.9898    6941.1564
 2013.5000  196    30.00    19.50     0.00       4.3958       2.2217       7.6127     204.0683    6691.0112
 2013.5000  197    30.94    19.72     0.00       4.0226       2.1066       7.7358     185.2226    6173.6363
 2013.5000  198    31.89    20.11     0.00       3.4305       1.8670       7.8362     154.6586    5305.8875
 2013.5000  199    33.17    22.11     0.00       2.8429       1.6133       7.9191     125.5984    4465.1386
 2013.5000  200    33.33    22.17     0.00       2.2489       1.3355       7.9372      97.4297    3666.5425
 2013.5000  201    34.00    20.00     0.00       1.6404       1.0266       7.8746      69.1945    2825.5099
 2013.5000  202    30.06    20.00     0.00       1.1908       0.7809       7.7446      48.5375    2211.0477
 2013.5000  203    31.00    20.78     0.00       0.8462       0.5816       7.6039      33.1742    1688.7961
 2013.5000  204    33.44    19.17     0.00       0.6312       0.4517       7.4260      23.7180    1352.3498
 2013.5000  205    26.44    15.11     1.78       9.5498      15.1432       7.2152     319.4629   19337.1451
 2013.5000  206    27.78    15.17     0.00       7.1006       9.8078       7.5174     298.1492   13288.6624
 2013.5000  207    26.94    18.83     0.36       6.8967       7.4667       7.4120     319.9617   11106.2026
 2013.5000  208    26.28    12.28     0.00       5.2190       4.9246       7.5723     255.0701    7629.8964
 2013.5000  209    23.28    10.78     0.00       4.3336       3.4962       7.6258     203.9462    6563.5335
 2013.5000  210    24.89    13.33     0.00       3.6240       2.4948       7.7074     165.1262    5633.9222
 2013.5000  211    18.78    15.11     0.66       5.7335       2.6979       7.2379     242.0450    8038.0958
 2013.5000  212    24.39    16.17     0.05       4.7494       2.1753       7.4454     220.8644    7405.1297
 2013.5834  213    28.56    15.89     0.00       4.7557       2.3179       7.6364     240.6178    6436.8546
 2013.5834  214    30.06    17.67     0.63       6.2670       2.7793       7.4028     307.6609    8111.5484
 2013.5834  215    29.28    16.78     0.00       4.8522       2.3050       7.6109     248.3323    6940.1813
 2013.5834  216    27.56    15.67     0.00       4.0576       2.0400       7.6981     199.3595    5980.4749
 2013.5834  217    24.89    16.11     0.00       3.3452       1.7645       7.7290     157.1690    5115.3100
 2013.5834  218    29.67    19.33     0.00       2.6338       1.4686       7.8246     118.6675    4069.6484
 2013.5834  219    31.44    19.44     0.00       1.9487       1.1552       7.8431      84.0978    3086.6992
 2013.5834  220    29.89    16.72     0.00       1.3270       0.8361       7.7523      54.1971    2212.0923
 2013.5834  221    25.72    16.94     0.00       0.9239       0.6114       7.6066      35.7457    1662.8075
 2013.5834  222    28.11    13.44     0.00       0.6198       0.4313       7.4221      22.7137    1208.4010
 2013.5834  223    27.94    15.56     0.00       0.5413       0.3854       7.3178      19.1733    1154.9639
 2013.5834  224    30.06    16.83     0.05       0.4891       0.3553       7.2252      16.5506    1114.8759
 2013.5834  225    29.33    15.72     0.00       0.4454       0.3264       7.1576      14.0112    1062.4344
 2013.5834  226    26.78    13.17     0.00       0.4039       0.2976       7.0819      11.6426    1005.2801
 2013.5834  227    25.00    13.61     2.44       9.5218      13.7875       6.2673     269.1407   19837.5463
 2013.5834  228    19.00    14.94     0.15       8.1679       9.6446       6.2496     305.9523   15465.8961
 2013.5834  229    23.61    14.28     0.00       7.1571       7.1094       6.7069     313.3630   12070.0443
 2013.5834  230    25.78    12.56     0.00       5.8486       5.0325       7.1368     283.3010    8965.8219
 2013.5834  231    26.50    15.56     0.00       5.0746       3.7860       7.4413     242.7709    7780.4357
 2013.5834  232    28.67    16.83     0.00       4.2101       2.7346       7.6406     197.2498    6472.1596
 2013.5834  233    31.00    20.22     0.00       3.5481       1.9847       7.7803     163.2156    5451.9397
 2013.5834  234    32.00    20.00     0.00       2.7303       1.5099       7.8480     121.0295    4229.8716
 2013.5834  235    29.28    19.78     0.00       2.0632       1.2063       7.8319      87.7067    3313.5593
 2013.5834  236    31.50    20.89     0.00       1.4714       0.9133       7.8146      60.1325    2461.2002
 2013.5834  237    32.22    21.67     0.00       0.9975       0.6567       7.7213      39.0767    1761.5843
 2013.5834  238    33.39    21.61     0.00       0.6533       0.4549       7.5448      24.4233    1230.5000
 2013.5834  239    34.22    22.39     0.00       0.5785       0.4126       7.4495      21.0870    1184.6576
 2013.5834  240    34.44    20.67     0.00       0.5135       0.3749       7.3055      17.8801    1129.6836
 2013.5834  241    34.06    21.11     0.00       0.4690       0.3449       7.2619      15.1886    1078.0857
 2013.5834  242    34.78    21.72     0.00       0.4311       0.3191       7.2287      12.9959    1029.0108
 2013.5834  243    37.17    20.83     0.00       0.3959       0.2949       7.1979      11.1217     975.3766
 2013.6666  244    32.44    19.89     1.52       6.5722      11.3476       7.7184     195.1569   12381.3212
 2013.6666  245    28.89    14.50     0.48       7.0662       9.4142       7.4709     286.4656   13024.1060
 2013.6666  246    27.06    12.17     0.00       5.0800       5.9863       7.6408     225.5015    8582.2213
 2013.6666  247    28.56    13.00     0.00       3.7223       3.8039       7.7599     171.5397    5674.7460
 2013.6666  248    30.39    18.56     0.00       2.9857       2.6302       7.8686     132.8268    4601.8142
 2013.6666  249    29.67    18.17     0.08       2.3808       1.7785       7.8789     100.6469    3737.9041
 2013.6666  250    32.00    18.78     0.00       1.7166       1.1075       7.8851      68.5695    2751.5131
 2013.6666  251    32.67    19.83     0.00       1.1823       0.7531       7.8260      44.5668    1961.7011
 2013.6666  252    34.78    20.44     0.00       0.7922       0.5344       7.7077      28.3839    1384.8412
 2013.6666  253    35.44    19.72     0.00       0.6858       0.4744       7.6221      24.3458    1324.3893
 2013.6666  254    35.06    20.78     0.30       0.8678       0.5639       7.8386      22.1811    1288.6956
 2013.6666  255    29.00    19.39     0.69       2.0773       1.1099       7.9023      49.8877    2701.4637
 2013.6666  256    26.28    11.11     0.00       1.3485       0.7666       7.8267      37.1370    2172.9319
 2013.6666  257    24.56    10.22     0.00       1.1506       0.6826       7.7663      29.5805    1880.9719
 2013.6666  258    25.17    12.33     0.28       1.1649       0.6581       7.7788      28.4029    1898.7614
 2013.6666  259    19.89    12.44     0.05       1.1047       0.6419       7.7170      26.0723    1869.7706
 2013.6666  260    18.33    12.67     0.97       4.6003       1.9957       7.1864     145.2183    8092.9273
 2013.6666  261    24.28    14.89     0.10       4.0177       1.7839       7.3343     151.0353    7570.5642
 2013.6666  262    32.22    19.28     0.00       3.7129       1.7632       7.6384     146.1949    6658.9785
 2013.6666  263    30.33    10.22     2.16       7.1152       2.8446       5.4778     273.2956   10567.9536
 2013.6666  264    21.61     7.67     0.00       6.0156       2.4230       5.8230     259.1610    9983.2368
